emg1,emg2,emg3
1.505376,4.281525,0.992180
1.520039,4.491691,1.495601
1.515152,4.496579,1.402737
1.524927,4.491691,1.236559
1.505376,4.389052,1.133920
1.539589,4.491691,1.363636
1.520039,4.496579,1.119257
1.524927,4.501466,1.187683
1.529814,4.437928,1.070381
1.466276,3.768328,0.953079
1.417400,3.543500,1.026393
1.505376,4.491691,1.192571
1.524927,4.496579,1.124145
1.461388,3.670577,1.104594
1.441838,3.543500,1.119257
1.529814,4.491691,1.202346
1.495601,4.002933,1.001955
1.417400,3.382209,0.943304
1.388074,3.015640,1.226784
1.510264,4.310850,1.050831
1.461388,3.651026,1.138807
1.485826,4.154448,0.918866
1.520039,4.496579,0.889541
1.515152,4.486804,0.928641
1.441838,3.567937,0.738025
1.334311,2.668622,1.094819
1.339198,3.372434,0.962854
1.348974,3.406647,0.957967
1.334311,3.264907,0.943304
1.368524,3.592375,1.045943
1.358749,3.572825,0.894428
1.402737,3.954057,0.987292
1.466276,4.486804,0.953079
1.436950,3.919844,1.148583
1.466276,4.017595,1.006843
1.334311,2.697947,0.855327
1.339198,3.049853,1.075269
1.290323,2.732160,0.938416
1.300098,3.167155,0.967742
1.251222,2.521994,1.075269
1.339198,3.582600,0.972630
1.300098,2.893451,0.772239
1.192571,1.808407,0.698925
1.241447,2.468231,0.733138
1.231672,2.565982,0.615836
1.173021,1.769306,0.694037
1.251222,2.932551,0.620723
1.295210,3.176931,0.879765
1.392962,4.115347,1.001955
1.334311,3.274682,0.904203
1.339198,3.230694,1.192571
1.388074,3.856305,0.889541
1.309873,2.981427,0.953079
1.314761,3.059629,0.962854
1.275660,2.952102,0.684262
1.412512,4.393939,0.987292
1.314761,3.308895,0.928641
1.207234,2.086999,0.630499
1.290323,2.864125,0.899316
1.407625,4.232649,0.987292
1.383187,3.685239,0.850440
1.280547,2.580645,0.752688
1.217009,2.204301,0.654936
1.173021,1.896383,0.620723
1.265885,3.044966,0.620723
1.319648,3.607038,0.718475
1.319648,3.260020,1.031281
1.363636,3.670577,0.987292
1.412512,4.090909,0.869990
1.436950,3.988270,0.894428
1.378299,3.489736,0.943304
1.353861,3.304008,0.967742
1.344086,3.255132,1.177908
1.456500,4.496579,1.114370
1.476051,4.496579,1.036168
1.495601,4.491691,1.241447
1.471163,4.281525,1.094819
1.368524,3.220919,1.041056
1.324536,2.839687,0.874878
1.304985,3.123167,0.909091
1.427175,4.472141,1.104594
1.329423,3.167155,0.913978
