emg1,emg2,emg3
0.229717,0.425220,0.190616
0.234604,0.249267,0.166178
0.542522,0.175953,0.151515
1.221896,0.166178,0.175953
1.603128,0.156403,0.161290
1.202346,0.322581,0.156403
0.762463,0.200391,0.151515
1.124145,0.175953,0.161290
0.742913,0.342131,0.161290
0.337243,0.469208,0.190616
0.254154,0.249267,0.166178
1.461388,0.210166,0.180841
1.505376,0.166178,0.171065
1.480938,0.156403,0.156403
1.182796,0.200391,0.151515
1.417400,0.224829,0.156403
0.801564,0.381232,0.156403
0.518084,0.395894,0.156403
0.420332,0.444770,0.185728
0.351906,0.391007,0.171065
0.215054,0.283480,0.166178
0.229717,0.190616,0.156403
0.522972,0.161290,0.151515
1.143695,0.161290,0.175953
1.774194,0.317693,0.185728
2.209189,0.215054,0.190616
1.632454,0.185728,0.185728
1.671554,0.215054,0.185728
1.422287,0.215054,0.263930
1.383187,0.185728,0.215054
1.212121,0.190616,0.185728
0.913978,0.185728,0.161290
0.982405,0.156403,0.161290
0.601173,0.156403,0.161290
1.138807,0.151515,0.156403
1.143695,0.175953,0.175953
1.221896,0.185728,0.171065
0.972630,0.166178,0.166178
0.992180,0.151515,0.161290
0.992180,0.180841,0.166178
0.923754,0.156403,0.166178
0.943304,0.141740,0.171065
0.630499,0.161290,0.161290
1.045943,0.151515,0.156403
0.997067,0.156403,0.161290
0.962854,0.156403,0.161290
0.977517,0.166178,0.171065
0.738025,0.156403,0.166178
1.153470,0.141740,0.156403
1.050831,0.151515,0.156403
1.309873,0.151515,0.156403
0.933529,0.156403,0.171065
0.850440,0.146628,0.156403
0.850440,0.151515,0.161290
0.689150,0.141740,0.156403
0.752688,0.136852,0.161290
0.777126,0.141740,0.156403
0.601173,0.146628,0.151515
0.821114,0.151515,0.151515
0.801564,0.146628,0.156403
0.806452,0.146628,0.156403
0.953079,0.151515,0.156403
0.786901,0.156403,0.161290
0.830890,0.146628,0.156403
0.674487,0.161290,0.156403
1.050831,0.146628,0.151515
1.094819,0.175953,0.166178
0.953079,0.146628,0.151515
1.109482,0.161290,0.171065
1.109482,0.151515,0.166178
0.972630,0.166178,0.156403
1.016618,0.146628,0.156403
0.894428,0.175953,0.156403
1.080156,0.161290,0.156403
0.992180,0.146628,0.161290
1.104594,0.161290,0.161290
0.948192,0.151515,0.166178
0.855327,0.161290,0.166178
1.231672,0.156403,0.166178
1.251222,0.166178,0.156403
1.373412,0.156403,0.161290
1.001955,0.146628,0.156403
1.016618,0.151515,0.151515
0.928641,0.146628,0.161290
0.982405,0.161290,0.166178
1.055718,0.146628,0.161290
0.874878,0.146628,0.156403
1.231672,0.156403,0.151515
1.148583,0.146628,0.156403
1.182796,0.141740,0.151515
0.752688,0.151515,0.156403
1.045943,0.146628,0.156403
1.182796,0.151515,0.175953
1.138807,0.156403,0.161290
0.718475,0.161290,0.156403
0.874878,0.156403,0.156403
0.884653,0.151515,0.175953
1.075269,0.156403,0.166178
1.251222,0.146628,0.166178
1.085044,0.156403,0.200391
1.114370,0.151515,0.215054
0.972630,0.161290,0.190616
0.987292,0.141740,0.166178
0.791789,0.259042,0.210166
1.324536,0.229717,0.185728
1.627566,0.185728,0.171065
