emg1,emg2,emg3
0.992180,0.141740,0.161290
0.987292,0.141740,0.156403
1.006843,0.136852,0.151515
1.001955,0.131965,0.146628
0.987292,0.136852,0.151515
0.967742,0.136852,0.156403
0.972630,0.131965,0.146628
0.972630,0.136852,0.151515
0.982405,0.131965,0.146628
0.987292,0.131965,0.151515
0.987292,0.136852,0.166178
0.977517,0.131965,0.185728
0.967742,0.131965,0.180841
0.977517,0.131965,0.161290
0.982405,0.136852,0.156403
0.992180,0.136852,0.156403
1.055718,0.938416,0.356794
1.466276,4.496579,1.930596
1.549365,4.496579,2.077224
1.612903,4.496579,1.788856
1.647116,4.501466,1.500489
1.661779,4.501466,1.695992
1.652004,4.501466,1.476051
1.681329,4.496579,1.016618
1.671554,4.486804,0.757576
1.363636,1.871945,0.430108
1.153470,1.129032,0.332356
1.094819,0.923754,0.327468
1.065494,0.698925,0.347019
1.041056,0.469208,0.283480
1.016618,0.312805,0.283480
1.006843,0.215054,0.234604
1.011730,0.190616,0.205279
1.016618,0.166178,0.180841
1.016618,0.151515,0.161290
1.006843,0.166178,0.156403
0.992180,0.166178,0.156403
0.992180,0.151515,0.166178
0.992180,0.146628,0.156403
0.977517,0.156403,0.166178
0.987292,0.146628,0.171065
0.987292,0.156403,0.200391
0.977517,0.151515,0.200391
0.982405,0.166178,0.195503
0.997067,0.259042,0.234604
0.982405,0.219941,0.200391
0.992180,0.190616,0.224829
0.977517,0.166178,0.239492
0.977517,0.146628,0.215054
0.987292,0.146628,0.190616
0.977517,0.141740,0.185728
0.967742,0.151515,0.185728
0.982405,0.146628,0.175953
0.977517,0.175953,0.175953
1.026393,0.860215,0.180841
1.006843,0.478983,0.195503
1.089932,1.480938,0.215054
1.119257,1.798631,0.210166
1.275660,3.685239,0.205279
1.436950,4.501466,0.215054
1.490714,4.496579,0.224829
1.510264,4.496579,0.224829
1.520039,4.491691,0.195503
1.471163,3.846530,0.195503
1.270772,2.052786,0.171065
1.153470,1.725318,0.171065
1.153470,1.676442,0.171065
1.109482,1.260997,0.171065
1.036168,0.576735,0.175953
